ts,protocol,selected_protocol,source,device,message,word_count,closest_label,distance_m,direction,action_category,t_frame_received,t_detection_done,t_decision_started,t_message_generated,t_tts_requested,t_audio_started,t_audio_completed,detection_latency_ms,decision_latency_ms,speech_latency_ms,response_latency_ms,cascaded_latency_ms,improvement_pct,is_duplicate,overlap_skipped
1777896417.687,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896417.671,1777896417.665,1777896417.681,1777896417.681,1777896417.681,1777896417.687,1777896419.128,-6.65,0.05,6.11,15.9,2215.9,99.28,False,False
1777896427.492,adaptive,adaptive,det,iphone,"Person ahead, 3.9 meters.",4,Person,3.858,ahead,info,1777896427.475,1777896427.317,1777896427.476,1777896427.477,1777896427.477,1777896427.492,1777896429.718,-158.41,0.04,15.46,16.87,2216.87,99.24,False,False
1777896429.719,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896429.677,1777896429.533,1777896429.683,1777896429.683,1777896429.683,1777896429.719,1777896430.507,-144.03,0.03,35.8,42.31,2242.31,98.11,False,False
1777896437.254,adaptive,adaptive,guide,iphone,"Obstacle on your left, move right.",6,obstacle,1.5,left,directional,1777896437.209,1777896437.22,1777896437.23,1777896437.23,1777896437.23,1777896437.254,1777896439.887,10.98,0.05,23.97,45.68,2245.68,97.97,False,False
1777896441.725,adaptive,adaptive,auto,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896441.723,1777896441.722,1777896441.725,1777896441.725,1777896441.725,,,-1.3,0.04,,,,,True,False
1777896441.434,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Laptop,0.607,left,stop,1777896441.418,1777896441.396,1777896441.426,1777896441.426,1777896441.426,1777896441.434,1777896442.678,-21.9,0.02,8.21,15.98,2215.98,99.28,False,False
1777896444.381,adaptive,adaptive,det,iphone,"Person ahead, 4.0 meters.",4,Person,3.99,ahead,info,1777896444.341,1777896444.346,1777896444.351,1777896444.351,1777896444.351,1777896444.381,1777896447.325,5.08,0.04,30.42,40.11,2240.11,98.21,False,False
1777896447.326,adaptive,adaptive,det,iphone,"Table left, 4.4 meters.",4,Table,4.439,left,info,1777896445.176,1777896445.013,1777896445.184,1777896445.184,1777896445.184,1777896447.326,1777896447.899,-162.99,0.04,2141.63,2149.57,4349.57,50.58,False,False
1777896452.447,adaptive,adaptive,guide,iphone,"Obstacle on your right, move left.",6,obstacle,1.5,right,directional,1777896452.415,1777896452.395,1777896452.432,1777896452.432,1777896452.432,1777896452.447,1777896453.833,-19.82,0.05,14.97,32.27,2232.27,98.55,False,False
1777896453.834,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896453.779,1777896453.703,1777896453.788,1777896453.788,1777896453.788,1777896453.834,1777896454.816,-75.98,0.03,45.9,55.02,2255.02,97.56,False,False
1777896455.603,adaptive,adaptive,det,iphone,"Man ahead, 4.3 meters.",4,Man,4.34,ahead,info,1777896455.582,1777896455.543,1777896455.588,1777896455.588,1777896455.588,1777896455.603,1777896458.23,-38.7,0.03,15.48,21.19,2221.19,99.05,False,False
1777896458.231,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Computer keyboard,0.628,ahead,stop,1777896458.178,1777896458.016,1777896458.184,1777896458.184,1777896458.184,1777896458.231,1777896458.781,-161.27,0.02,46.44,53.18,2253.18,97.64,False,False
1777896459.833,adaptive,adaptive,det,iphone,"Obstacle ahead, move left.",4,Computer keyboard,1.06,ahead,directional,1777896459.785,1777896459.784,1777896459.819,1777896459.819,1777896459.819,1777896459.833,1777896462.108,-0.75,0.04,13.45,47.85,2247.85,97.87,False,False
1777896465.859,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896465.833,1777896465.829,1777896465.842,1777896465.843,1777896465.843,1777896465.859,1777896467.275,-3.74,0.03,16.31,25.63,2225.63,98.85,False,False
1777896467.276,adaptive,adaptive,det,iphone,"Person left, 2.6 meters.",4,Person,2.556,left,info,1777896467.151,1777896466.87,1777896467.156,1777896467.156,1777896467.156,1777896467.276,1777896470.186,-280.75,0.03,119.6,124.9,2324.9,94.63,False,False
1777896472.238,adaptive,adaptive,det,iphone,"Person left, 2.0 meters.",4,Person,2.023,left,info,1777896472.212,1777896472.129,1777896472.219,1777896472.219,1777896472.219,1777896472.238,1777896475.15,-83.17,0.03,18.91,26.13,2226.13,98.83,False,False
1777896475.15,adaptive,adaptive,det,iphone,"Clothing ahead, 3.3 meters.",4,Clothing,3.341,ahead,info,1777896472.913,1777896472.816,1777896472.922,1777896472.922,1777896472.922,1777896475.15,1777896475.737,-97.07,0.03,2228.18,2237.07,4437.07,49.58,False,False
1777896477.644,adaptive,adaptive,det,iphone,"Woman left, 4.4 meters.",4,Woman,4.43,left,info,1777896477.625,1777896477.603,1777896477.63,1777896477.63,1777896477.63,1777896477.644,1777896477.955,-21.12,0.03,13.63,19.46,2219.46,99.12,False,False
1777896477.956,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896477.899,1777896477.85,1777896477.91,1777896477.911,1777896477.911,1777896477.956,1777896479.413,-49.0,0.05,45.78,57.5,2257.5,97.45,False,False
1777896489.968,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896489.951,1777896489.943,1777896489.957,1777896489.957,1777896489.957,1777896489.968,1777896491.386,-8.37,0.04,11.04,16.88,2216.88,99.24,False,False
1777896491.923,adaptive,adaptive,det,iphone,"Person left, 2.2 meters.",4,Person,2.212,left,info,1777896491.914,1777896491.889,1777896491.923,1777896491.923,1777896491.923,1777896491.923,1777896492.221,-24.62,0.03,0.54,9.6,2209.6,99.57,False,False
1777896501.986,adaptive,adaptive,guide,iphone,Stop. Obstacle ahead.,3,obstacle,0.5,ahead,stop,1777896501.975,1777896501.926,1777896501.981,1777896501.981,1777896501.981,1777896501.986,1777896503.445,-49.37,0.09,5.55,11.28,2211.28,99.49,False,False
1777896505.175,adaptive,adaptive,det,iphone,Stop. Obstacle ahead.,3,Computer keyboard,0.094,ahead,stop,1777896505.145,1777896505.143,1777896505.153,1777896505.153,1777896505.153,1777896505.175,1777896506.628,-1.62,0.03,22.69,30.57,2230.57,98.63,False,False
1777896507.867,adaptive,adaptive,det,iphone,"Man left, 2.0 meters.",4,Man,2.002,left,info,1777896507.851,1777896507.836,1777896507.858,1777896507.858,1777896507.858,1777896507.867,1777896510.646,-15.36,0.03,8.79,16.19,2216.19,99.27,False,False
